City,State,Latitude,Longitude,AverageSalary,Federal Tax,State Tax,FICA,Car Payment,Car Insurance,Healthcare,Distance (miles),Commute Miles,Gas Cost,Net Pay
West Buechel,KY,38.195,-85.6678,100721,0,0,0,0,0,0,0,0,0,0
Masontown,WV,39.5512,-79.8003,94911,0,0,0,0,0,0,0,0,0,0
Bryant,WA,48.24,-122.1638,71815,0,0,0,0,0,0,0,0,0,0
Mountain Home,ID,43.1324,-115.697,54849,0,0,0,0,0,0,0,0,0,0
Isleta Comunidad,PR,18.3767,-67.1123,60558,0,0,0,0,0,0,0,0,0,0
Upper Nyack,NY,41.1143,-73.9058,111880,0,0,0,0,0,0,0,0,0,0
Fairmont City,IL,38.6504,-90.1024,42347,0,0,0,0,0,0,0,0,0,0
Haring,MI,44.2819,-85.4007,75980,0,0,0,0,0,0,0,0,0,0
Wedgefield,SC,33.883,-80.5156,100669,0,0,0,0,0,0,0,0,0,0
Hotevilla-Bacavi,AZ,35.9225,-110.6569,54694,0,0,0,0,0,0,0,0,0,0
Hillsboro Pines,FL,26.3253,-80.1947,53188,0,0,0,0,0,0,0,0,0,0
Moroni,UT,39.527,-111.583,49840,0,0,0,0,0,0,0,0,0,0
Jamaica Beach,TX,29.1904,-94.98,98176,0,0,0,0,0,0,0,0,0,0
Underwood-Petersville,AL,34.877,-87.6975,47939,0,0,0,0,0,0,0,0,0,0
Collinsville,AL,34.2664,-85.8679,112144,0,0,0,0,0,0,0,0,0,0
Ottawa,KS,38.5996,-95.2636,51908,0,0,0,0,0,0,0,0,0,0
San Carlos II,TX,27.4901,-99.3684,98989,0,0,0,0,0,0,0,0,0,0
Osprey,FL,27.1914,-82.48,73324,0,0,0,0,0,0,0,0,0,0
Cologne,MN,44.7696,-93.7931,66325,0,0,0,0,0,0,0,0,0,0
Waterloo,SC,34.3561,-82.0572,110697,0,0,0,0,0,0,0,0,0,0
Sandston,VA,37.512,-77.3149,90013,0,0,0,0,0,0,0,0,0,0
Blanchardville,WI,42.8094,-89.8606,51885,0,0,0,0,0,0,0,0,0,0
Walla Walla,WA,46.0671,-118.3368,109669,0,0,0,0,0,0,0,0,0,0
Sumner,MO,39.656,-93.2434,78437,0,0,0,0,0,0,0,0,0,0
St. James,MO,38.0013,-91.6154,77679,0,0,0,0,0,0,0,0,0,0
Tarina,CA,35.3807,-118.8171,40683,0,0,0,0,0,0,0,0,0,0
Canton,PA,41.6566,-76.8529,92703,0,0,0,0,0,0,0,0,0,0
Bucksport,SC,33.6706,-79.1102,56006,0,0,0,0,0,0,0,0,0,0
Richmond West,FL,25.6105,-80.4297,106081,0,0,0,0,0,0,0,0,0,0
Grenora,ND,48.6199,-103.9367,102415,0,0,0,0,0,0,0,0,0,0
New Hamilton,MS,33.7435,-88.4389,72682,0,0,0,0,0,0,0,0,0,0
Sumas,WA,48.9955,-122.2694,76126,0,0,0,0,0,0,0,0,0,0
Bayfront,WI,46.6235,-90.7898,110569,0,0,0,0,0,0,0,0,0,0
Mertzon,TX,31.262,-100.8208,99185,0,0,0,0,0,0,0,0,0,0
Cameron,NC,35.3259,-79.254,64520,0,0,0,0,0,0,0,0,0,0
Lake Tekakwitha,MO,38.4415,-90.7154,84874,0,0,0,0,0,0,0,0,0,0
Ellwood City,PA,40.8619,-80.2829,61067,0,0,0,0,0,0,0,0,0,0
Cedar Point,NC,34.6861,-77.0833,43338,0,0,0,0,0,0,0,0,0,0
West Hamlin,WV,38.2802,-82.194,96902,0,0,0,0,0,0,0,0,0,0
Cañon,NM,35.6718,-106.7527,73756,0,0,0,0,0,0,0,0,0,0
Lealman,FL,27.8197,-82.6847,87684,0,0,0,0,0,0,0,0,0,0
Reynolds,GA,32.5608,-84.0943,88322,0,0,0,0,0,0,0,0,0,0
Cotton City,NM,32.1104,-108.8801,52549,0,0,0,0,0,0,0,0,0,0
Holt,MN,48.2929,-96.1945,63689,0,0,0,0,0,0,0,0,0,0
Killona,LA,29.9985,-90.4851,52438,0,0,0,0,0,0,0,0,0,0
Frankfort,KY,38.1924,-84.8643,64826,0,0,0,0,0,0,0,0,0,0
West Woodstock,VT,43.6113,-72.5513,69655,0,0,0,0,0,0,0,0,0,0
Jardine,MT,45.0565,-110.6186,65048,0,0,0,0,0,0,0,0,0,0
Elrosa,MN,45.563,-94.9473,112956,0,0,0,0,0,0,0,0,0,0
Omena,MI,45.0599,-85.5956,71051,0,0,0,0,0,0,0,0,0,0
Baker,LA,30.5832,-91.1582,43642,0,0,0,0,0,0,0,0,0,0
Hayes Center,NE,40.511,-101.0204,41076,0,0,0,0,0,0,0,0,0,0
Bogalusa,LA,30.7812,-89.8633,102061,0,0,0,0,0,0,0,0,0,0
Nemacolin,PA,39.8784,-79.9294,80382,0,0,0,0,0,0,0,0,0,0
Viola,IL,41.2053,-90.5863,99315,0,0,0,0,0,0,0,0,0,0
Rosedale,MS,33.8525,-91.0339,49759,0,0,0,0,0,0,0,0,0,0
Lame Deer,MT,45.6176,-106.6134,56740,0,0,0,0,0,0,0,0,0,0
Etowah,OK,35.129,-97.1641,68304,0,0,0,0,0,0,0,0,0,0
Cartwright,OK,33.8556,-96.561,109694,0,0,0,0,0,0,0,0,0,0
Cow Creek,SD,44.5538,-100.4754,42978,0,0,0,0,0,0,0,0,0,0
Silver Springs,AK,62.0193,-145.3584,116022,0,0,0,0,0,0,0,0,0,0
Potomac,IL,40.3067,-87.7977,88709,0,0,0,0,0,0,0,0,0,0
Gleed,WA,46.6594,-120.6025,77412,0,0,0,0,0,0,0,0,0,0
Double Springs,AL,34.1502,-87.391,110043,0,0,0,0,0,0,0,0,0,0
Palo Verde,CA,33.4278,-114.7272,92963,0,0,0,0,0,0,0,0,0,0
Unity Village,MO,38.9525,-94.3995,53472,0,0,0,0,0,0,0,0,0,0
Bearcreek,MT,45.1606,-109.1575,82930,0,0,0,0,0,0,0,0,0,0
Perrytown,AR,33.6973,-93.534,102678,0,0,0,0,0,0,0,0,0,0
Melcher-Dallas,IA,41.227,-93.2416,42693,0,0,0,0,0,0,0,0,0,0
Leetsdale,PA,40.5656,-80.2143,53385,0,0,0,0,0,0,0,0,0,0
Rose Hill,NC,34.8261,-78.0259,93143,0,0,0,0,0,0,0,0,0,0
Hathaway Pines,CA,38.1919,-120.3655,48010,0,0,0,0,0,0,0,0,0,0
Cowles,NE,40.1714,-98.4491,75537,0,0,0,0,0,0,0,0,0,0
Oil City,LA,32.7454,-93.9758,98051,0,0,0,0,0,0,0,0,0,0
Saluda,VA,37.6053,-76.5938,43527,0,0,0,0,0,0,0,0,0,0
Palmdale,PA,40.2962,-76.6234,94145,0,0,0,0,0,0,0,0,0,0
Shawsville,VA,37.1707,-80.2527,106422,0,0,0,0,0,0,0,0,0,0
Orogrande,NM,32.3874,-106.1003,84667,0,0,0,0,0,0,0,0,0,0
Millville,NJ,39.3903,-75.0561,85241,0,0,0,0,0,0,0,0,0,0
Harrison,GA,32.8263,-82.7258,101407,0,0,0,0,0,0,0,0,0,0
Matthews,IN,40.3874,-85.498,75070,0,0,0,0,0,0,0,0,0,0
Plum Valley,IL,41.4611,-87.5442,62991,0,0,0,0,0,0,0,0,0,0
California,PA,40.0692,-79.9152,93144,0,0,0,0,0,0,0,0,0,0
Acton,CA,34.4956,-118.1858,60666,0,0,0,0,0,0,0,0,0,0
Presque Isle,ME,46.6868,-67.9874,56061,0,0,0,0,0,0,0,0,0,0
Yoder,KS,37.9455,-97.8682,71739,0,0,0,0,0,0,0,0,0,0
Goldstream,AK,64.9339,-148.0083,51595,0,0,0,0,0,0,0,0,0,0
Atlanta,LA,31.8064,-92.7383,81760,0,0,0,0,0,0,0,0,0,0
Alexander,ND,47.8393,-103.6426,63926,0,0,0,0,0,0,0,0,0,0
New London,OH,41.0796,-82.4066,113545,0,0,0,0,0,0,0,0,0,0
Silas,AL,31.7678,-88.3258,90243,0,0,0,0,0,0,0,0,0,0
Crookston,NE,42.9263,-100.7534,85741,0,0,0,0,0,0,0,0,0,0
Mount Vernon,VA,38.714,-77.1043,74773,0,0,0,0,0,0,0,0,0,0
Westport,OR,46.1303,-123.3715,107178,0,0,0,0,0,0,0,0,0,0
Delco,NC,34.3188,-78.2267,70489,0,0,0,0,0,0,0,0,0,0
Spring Lake,UT,40.006,-111.7503,55852,0,0,0,0,0,0,0,0,0,0
Brooksville,KY,38.6818,-84.0665,52552,0,0,0,0,0,0,0,0,0,0
McIntosh,FL,29.4494,-82.2211,83408,0,0,0,0,0,0,0,0,0,0
Morrow,AR,35.8559,-94.4352,117568,0,0,0,0,0,0,0,0,0,0
Norwood,PA,39.8864,-75.2964,80544,0,0,0,0,0,0,0,0,0,0
Galisteo,NM,35.3984,-105.9571,103534,0,0,0,0,0,0,0,0,0,0
Atwood,TN,35.9747,-88.6689,92927,0,0,0,0,0,0,0,0,0,0
Pisinemo,AZ,32.035,-112.3193,98451,0,0,0,0,0,0,0,0,0,0
Estelline,TX,34.547,-100.44,115821,0,0,0,0,0,0,0,0,0,0
Gladstone,MI,45.8521,-87.0358,65494,0,0,0,0,0,0,0,0,0,0
Fort Thomas,KY,39.0801,-84.4518,41125,0,0,0,0,0,0,0,0,0,0
Rossford,OH,41.5812,-83.5682,113717,0,0,0,0,0,0,0,0,0,0
Ortonville,MN,45.3018,-96.4415,94973,0,0,0,0,0,0,0,0,0,0
Shannon City,IA,40.899,-94.2639,51990,0,0,0,0,0,0,0,0,0,0
Piggott,AR,36.3858,-90.2016,110799,0,0,0,0,0,0,0,0,0,0
Tanacross,AK,63.3523,-143.4318,47604,0,0,0,0,0,0,0,0,0,0
Athens,WV,37.4231,-81.0151,42365,0,0,0,0,0,0,0,0,0,0
Big Creek,MS,33.8464,-89.4159,55345,0,0,0,0,0,0,0,0,0,0
Duluth,GA,34.0053,-84.1492,41435,0,0,0,0,0,0,0,0,0,0
Gardnertown,NY,41.5328,-74.0595,60625,0,0,0,0,0,0,0,0,0,0
Brimson,MO,40.1449,-93.7384,110846,0,0,0,0,0,0,0,0,0,0
Keachi,LA,32.1708,-93.916,44485,0,0,0,0,0,0,0,0,0,0
Matfield Green,KS,38.1596,-96.5623,48190,0,0,0,0,0,0,0,0,0,0
McNab,AR,33.6609,-93.8323,72895,0,0,0,0,0,0,0,0,0,0
Osage Beach,MO,38.1353,-92.6478,87779,0,0,0,0,0,0,0,0,0,0
Blacksville,WV,39.7175,-80.2146,100703,0,0,0,0,0,0,0,0,0,0
Millerton,NY,41.9534,-73.5113,51255,0,0,0,0,0,0,0,0,0,0
West City,IL,37.9962,-88.947,85201,0,0,0,0,0,0,0,0,0,0
Rinard,IA,42.3396,-94.4849,112110,0,0,0,0,0,0,0,0,0,0
Picnic Point,WA,47.8744,-122.3077,62867,0,0,0,0,0,0,0,0,0,0
Wink,TX,31.7545,-103.1541,97396,0,0,0,0,0,0,0,0,0,0
Wallace,SD,45.0845,-97.4781,46486,0,0,0,0,0,0,0,0,0,0
Metz,IN,41.6162,-84.8394,40243,0,0,0,0,0,0,0,0,0,0
Lindsay,CA,36.2082,-119.0897,63989,0,0,0,0,0,0,0,0,0,0
Kenton,OK,36.9064,-102.9653,57036,0,0,0,0,0,0,0,0,0,0
Rosewood,OH,40.2174,-83.9634,46121,0,0,0,0,0,0,0,0,0,0
Eureka,MI,43.1036,-84.5136,68853,0,0,0,0,0,0,0,0,0,0
Peñasco,NM,36.1703,-105.6908,55105,0,0,0,0,0,0,0,0,0,0
Grand Rapids,MN,47.238,-93.5327,51889,0,0,0,0,0,0,0,0,0,0
North City,IL,37.9918,-89.0635,40163,0,0,0,0,0,0,0,0,0,0
Bruce Crossing,MI,46.5394,-89.1779,101264,0,0,0,0,0,0,0,0,0,0
Ben Bolt,TX,27.6659,-98.0967,47283,0,0,0,0,0,0,0,0,0,0
Clinton,NC,35.0004,-78.3313,101602,0,0,0,0,0,0,0,0,0,0
Westfir,OR,43.7579,-122.5097,57301,0,0,0,0,0,0,0,0,0,0
Cochrane,WI,44.2279,-91.838,109360,0,0,0,0,0,0,0,0,0,0
Goodrich,TX,30.6092,-94.9467,99789,0,0,0,0,0,0,0,0,0,0
Woodlake,CA,36.4122,-119.1,86250,0,0,0,0,0,0,0,0,0,0
Scotland,SD,43.1481,-97.7199,75098,0,0,0,0,0,0,0,0,0,0
Ellijay,GA,34.6914,-84.4839,116762,0,0,0,0,0,0,0,0,0,0
Worthington,PA,40.838,-79.6351,44558,0,0,0,0,0,0,0,0,0,0
Haskell,AR,34.5095,-92.6406,75739,0,0,0,0,0,0,0,0,0,0
Neosho,WI,43.3101,-88.5192,93149,0,0,0,0,0,0,0,0,0,0
Minier,IL,40.4336,-89.3139,47593,0,0,0,0,0,0,0,0,0,0
Mooreton,ND,46.269,-96.8758,110953,0,0,0,0,0,0,0,0,0,0
Albany,CA,37.8897,-122.3018,91612,0,0,0,0,0,0,0,0,0,0
Deville,LA,31.3398,-92.1389,53065,0,0,0,0,0,0,0,0,0,0
Friedenswald,MO,38.0729,-92.7598,117510,0,0,0,0,0,0,0,0,0,0
Tenkiller,OK,35.7935,-94.8537,63363,0,0,0,0,0,0,0,0,0,0
Rochester,TX,33.3142,-99.8565,57460,0,0,0,0,0,0,0,0,0,0
Turner,MI,44.1422,-83.7875,57665,0,0,0,0,0,0,0,0,0,0
McLeod,ND,46.3887,-97.2987,64435,0,0,0,0,0,0,0,0,0,0
Winburne,PA,40.9662,-78.145,85294,0,0,0,0,0,0,0,0,0,0
Lake Mills,IA,43.4169,-93.5315,71126,0,0,0,0,0,0,0,0,0,0
Sunbrook,PA,40.4338,-78.4324,80205,0,0,0,0,0,0,0,0,0,0
Rainier,WA,46.8917,-122.6866,90385,0,0,0,0,0,0,0,0,0,0
Pomeroy,OH,39.0292,-82.0336,44429,0,0,0,0,0,0,0,0,0,0
Nevada,OH,40.8188,-83.1312,102495,0,0,0,0,0,0,0,0,0,0
Wallace,FL,30.6746,-87.1996,61323,0,0,0,0,0,0,0,0,0,0
Gazelle,CA,41.5149,-122.5217,99624,0,0,0,0,0,0,0,0,0,0
Sale City,GA,31.2626,-84.0214,97198,0,0,0,0,0,0,0,0,0,0
Falling Waters,WV,39.5637,-77.8875,102863,0,0,0,0,0,0,0,0,0,0
East Douglas,MA,42.0779,-71.7121,98051,0,0,0,0,0,0,0,0,0,0
Brielle,NJ,40.1048,-74.0637,78507,0,0,0,0,0,0,0,0,0,0
Holly Springs,GA,34.1681,-84.4847,82951,0,0,0,0,0,0,0,0,0,0
Snow Lake Shores,MS,34.824,-89.2385,74263,0,0,0,0,0,0,0,0,0,0
Morgan Farm,TX,28.0055,-97.5535,52741,0,0,0,0,0,0,0,0,0,0
Shreve,OH,40.6813,-82.0217,114486,0,0,0,0,0,0,0,0,0,0
Asherton,TX,28.4461,-99.7604,76640,0,0,0,0,0,0,0,0,0,0
Edgemont Park,MI,42.7468,-84.5926,69714,0,0,0,0,0,0,0,0,0,0
Phillipsburg,OH,39.904,-84.4008,59207,0,0,0,0,0,0,0,0,0,0
Seminole,TX,32.7207,-102.6501,88785,0,0,0,0,0,0,0,0,0,0
La Palma,CA,33.8504,-118.0407,78211,0,0,0,0,0,0,0,0,0,0
Bulger,PA,40.3767,-80.323,87818,0,0,0,0,0,0,0,0,0,0
Ionia,MO,38.5037,-93.3236,63350,0,0,0,0,0,0,0,0,0,0
Orleans,VT,44.809,-72.2011,77443,0,0,0,0,0,0,0,0,0,0
Colorado City,TX,32.3996,-100.8582,47847,0,0,0,0,0,0,0,0,0,0
Astor,FL,29.1635,-81.5349,86619,0,0,0,0,0,0,0,0,0,0
Earlville,IA,42.4827,-91.2702,106555,0,0,0,0,0,0,0,0,0,0
Choteau,MT,47.8137,-112.1794,82192,0,0,0,0,0,0,0,0,0,0
Rexford,MT,48.8998,-115.1714,103480,0,0,0,0,0,0,0,0,0,0
Burien,WA,47.4762,-122.3394,99201,0,0,0,0,0,0,0,0,0,0
Mahtowa,MN,46.5616,-92.6279,108237,0,0,0,0,0,0,0,0,0,0
Norway,IN,40.7797,-86.7719,119783,0,0,0,0,0,0,0,0,0,0
Allendale,CA,38.4427,-121.9815,43188,0,0,0,0,0,0,0,0,0,0
Barnwell,SC,33.2419,-81.3659,73332,0,0,0,0,0,0,0,0,0,0
Indian Wells,AZ,35.4089,-110.1062,47017,0,0,0,0,0,0,0,0,0,0
Riverlea,OH,40.0804,-83.025,55426,0,0,0,0,0,0,0,0,0,0
Twinsburg,OH,41.322,-81.4451,118645,0,0,0,0,0,0,0,0,0,0
Crabtree,OR,44.6376,-122.9059,94681,0,0,0,0,0,0,0,0,0,0
Brinson,GA,30.9784,-84.7379,90107,0,0,0,0,0,0,0,0,0,0
Healy Lake,AK,64.0281,-144.6331,57870,0,0,0,0,0,0,0,0,0,0
Allen Park,MI,42.2595,-83.2107,60022,0,0,0,0,0,0,0,0,0,0
Bridgetown,OH,39.1552,-84.6359,51590,0,0,0,0,0,0,0,0,0,0
Spry,PA,39.9125,-76.6864,65092,0,0,0,0,0,0,0,0,0,0
North Rock Springs,WY,41.6698,-109.2714,96363,0,0,0,0,0,0,0,0,0,0
Hayward,CA,37.6328,-122.0766,96491,0,0,0,0,0,0,0,0,0,0
Kotzebue,AK,66.8766,-162.5231,50447,0,0,0,0,0,0,0,0,0,0
St. Thomas,ND,48.6192,-97.4471,42991,0,0,0,0,0,0,0,0,0,0
Alpine,OR,44.3303,-123.3628,63536,0,0,0,0,0,0,0,0,0,0
Port Allen,LA,30.4456,-91.2098,48609,0,0,0,0,0,0,0,0,0,0
Tanquecitos South Acres,TX,27.4898,-99.3797,41316,0,0,0,0,0,0,0,0,0,0
Wayton,AR,35.9103,-93.2544,96200,0,0,0,0,0,0,0,0,0,0
East Pasadena,CA,34.1378,-118.0776,40363,0,0,0,0,0,0,0,0,0,0
Interlaken,UT,40.5413,-111.4749,55406,0,0,0,0,0,0,0,0,0,0
Central Aguirre,PR,17.9559,-66.2265,63117,0,0,0,0,0,0,0,0,0,0
Henderson,MD,39.075,-75.766,117336,0,0,0,0,0,0,0,0,0,0
Riverside,UT,41.8106,-112.1403,96955,0,0,0,0,0,0,0,0,0,0
Punta Gorda,FL,26.8941,-82.0513,64858,0,0,0,0,0,0,0,0,0,0
Newcastle,WY,43.851,-104.2123,59731,0,0,0,0,0,0,0,0,0,0
New Baden,IL,38.5367,-89.7071,82733,0,0,0,0,0,0,0,0,0,0
Rogue River,OR,42.4354,-123.1681,52941,0,0,0,0,0,0,0,0,0,0
Mount Pleasant,IA,40.9625,-91.5452,73455,0,0,0,0,0,0,0,0,0,0
Cathay,ND,47.5542,-99.4108,77402,0,0,0,0,0,0,0,0,0,0
Rockham,SD,44.9043,-98.8234,45247,0,0,0,0,0,0,0,0,0,0
Tula,MS,34.2359,-89.3656,73147,0,0,0,0,0,0,0,0,0,0
Oppelo,AR,35.1003,-92.7733,90528,0,0,0,0,0,0,0,0,0,0
Warba,MN,47.1367,-93.2657,93535,0,0,0,0,0,0,0,0,0,0
Chualar,CA,36.5711,-121.5103,102185,0,0,0,0,0,0,0,0,0,0
Central,AK,65.5213,-144.6409,80887,0,0,0,0,0,0,0,0,0,0
Joes,CO,39.6559,-102.6786,97454,0,0,0,0,0,0,0,0,0,0
Hugoton,KS,37.1745,-101.3447,71007,0,0,0,0,0,0,0,0,0,0
Lafayette,IN,40.3991,-86.8593,113744,0,0,0,0,0,0,0,0,0,0
Haleiwa,HI,21.5965,-158.1003,69685,0,0,0,0,0,0,0,0,0,0
Royalton,MN,45.8302,-94.2931,42589,0,0,0,0,0,0,0,0,0,0
Grantsboro,NC,35.1449,-76.8447,69418,0,0,0,0,0,0,0,0,0,0
Spring,TX,30.0613,-95.383,58777,0,0,0,0,0,0,0,0,0,0
Twisp,WA,48.3619,-120.1171,75732,0,0,0,0,0,0,0,0,0,0
Fairview,OR,45.4583,-123.7927,118879,0,0,0,0,0,0,0,0,0,0
Delta,UT,39.3623,-112.5471,53201,0,0,0,0,0,0,0,0,0,0
Daisytown,PA,40.3201,-78.9035,113622,0,0,0,0,0,0,0,0,0,0
Lynch,NE,42.8312,-98.4668,79550,0,0,0,0,0,0,0,0,0,0
Willisburg,KY,37.8093,-85.1208,48738,0,0,0,0,0,0,0,0,0,0
Garland,WY,44.7777,-108.6542,110310,0,0,0,0,0,0,0,0,0,0
Mapleview,MN,43.6901,-92.974,57197,0,0,0,0,0,0,0,0,0,0
Hooper,NE,41.6116,-96.5487,110218,0,0,0,0,0,0,0,0,0,0
Durand,IL,42.4338,-89.3268,87289,0,0,0,0,0,0,0,0,0,0
Wrightsville,AR,34.6109,-92.2136,118591,0,0,0,0,0,0,0,0,0,0
Hutchins,TX,32.6421,-96.7093,50681,0,0,0,0,0,0,0,0,0,0
Sycamore,GA,31.6711,-83.6352,86994,0,0,0,0,0,0,0,0,0,0
Weott,CA,40.3226,-123.9209,58953,0,0,0,0,0,0,0,0,0,0
Wellsburg,WV,40.281,-80.6102,63447,0,0,0,0,0,0,0,0,0,0
Gatlinburg,TN,35.725,-83.4938,80524,0,0,0,0,0,0,0,0,0,0
Bella Vista,CA,40.6427,-122.246,112782,0,0,0,0,0,0,0,0,0,0
Meadows Place,TX,29.6513,-95.5874,68477,0,0,0,0,0,0,0,0,0,0
Freedom,WY,42.9854,-111.0296,96750,0,0,0,0,0,0,0,0,0,0
Troy,IL,38.7268,-89.8977,118854,0,0,0,0,0,0,0,0,0,0
Oro Valley,AZ,32.4208,-110.9767,80738,0,0,0,0,0,0,0,0,0,0
St. Libory,IL,38.3634,-89.7135,50224,0,0,0,0,0,0,0,0,0,0
San Miguel,NM,32.1535,-106.7269,69482,0,0,0,0,0,0,0,0,0,0
Cleo Springs,OK,36.4046,-98.4401,70741,0,0,0,0,0,0,0,0,0,0
Theodore,AL,30.5408,-88.1885,107600,0,0,0,0,0,0,0,0,0,0
Zephyrhills South,FL,28.2152,-82.1886,67689,0,0,0,0,0,0,0,0,0,0
Ayr,ND,47.0411,-97.4909,105106,0,0,0,0,0,0,0,0,0,0
Drum Point,MD,38.3324,-76.4307,117116,0,0,0,0,0,0,0,0,0,0
Stockton,IA,41.5908,-90.8565,58251,0,0,0,0,0,0,0,0,0,0
Columbiana,AL,33.193,-86.6114,66572,0,0,0,0,0,0,0,0,0,0
Edgewater,CO,39.7508,-105.0627,53419,0,0,0,0,0,0,0,0,0,0
Wanamingo,MN,44.3026,-92.7872,115893,0,0,0,0,0,0,0,0,0,0
Hallstead,PA,41.9616,-75.7471,109082,0,0,0,0,0,0,0,0,0,0
McClure,IL,37.3146,-89.4335,56637,0,0,0,0,0,0,0,0,0,0
Lilly,PA,40.4244,-78.6202,95430,0,0,0,0,0,0,0,0,0,0
South Beach,FL,27.5883,-80.3435,94544,0,0,0,0,0,0,0,0,0,0
Chowchilla,CA,37.1095,-120.2349,75525,0,0,0,0,0,0,0,0,0,0
Bromley,KY,39.0801,-84.5629,95467,0,0,0,0,0,0,0,0,0,0
Kootenai,ID,48.3118,-116.5172,72573,0,0,0,0,0,0,0,0,0,0
Saugatuck,MI,42.6592,-86.2061,111333,0,0,0,0,0,0,0,0,0,0
Cincinnati,IA,40.6309,-92.9222,54040,0,0,0,0,0,0,0,0,0,0
Fort Ransom,ND,46.5244,-97.931,75314,0,0,0,0,0,0,0,0,0,0
Hudson,NC,35.8478,-81.4867,50860,0,0,0,0,0,0,0,0,0,0
Sportsmans Park,OR,45.2197,-121.3945,89864,0,0,0,0,0,0,0,0,0,0
Coin,IA,40.6558,-95.2349,50300,0,0,0,0,0,0,0,0,0,0
Pequot Lakes,MN,46.5875,-94.2983,67301,0,0,0,0,0,0,0,0,0,0
Coaldale,CO,38.3558,-105.8131,54897,0,0,0,0,0,0,0,0,0,0
Eagle,MI,42.8098,-84.7909,94043,0,0,0,0,0,0,0,0,0,0
New Pekin,IN,38.5029,-86.0152,73939,0,0,0,0,0,0,0,0,0,0
Granville,IL,41.2658,-89.2307,62995,0,0,0,0,0,0,0,0,0,0
Hardwood Acres,MI,44.7213,-85.8263,91410,0,0,0,0,0,0,0,0,0,0
Ashland,OR,42.1905,-122.6992,54056,0,0,0,0,0,0,0,0,0,0
Elk Plain,WA,47.0425,-122.3663,57611,0,0,0,0,0,0,0,0,0,0
Frazer,MT,48.0532,-106.048,43868,0,0,0,0,0,0,0,0,0,0
Chickamaw Beach,MN,46.7452,-94.3844,95448,0,0,0,0,0,0,0,0,0,0
Grace,ID,42.5756,-111.73,116868,0,0,0,0,0,0,0,0,0,0
Calumet City,IL,41.6134,-87.5505,77573,0,0,0,0,0,0,0,0,0,0
Altadena,CA,34.1927,-118.1346,118757,0,0,0,0,0,0,0,0,0,0
Grandview,TX,32.2685,-97.1775,76282,0,0,0,0,0,0,0,0,0,0
Spink Colony,SD,44.7449,-98.2895,80610,0,0,0,0,0,0,0,0,0,0
Winnebago,IL,42.2671,-89.234,44695,0,0,0,0,0,0,0,0,0,0
Ontario,CA,34.0393,-117.6064,98871,0,0,0,0,0,0,0,0,0,0
Soudan,MN,47.813,-92.2356,57344,0,0,0,0,0,0,0,0,0,0
Mercersville,MD,39.4968,-77.7672,110632,0,0,0,0,0,0,0,0,0,0
Steger,IL,41.4723,-87.6176,106677,0,0,0,0,0,0,0,0,0,0
Wahoo,NE,41.2166,-96.6172,103749,0,0,0,0,0,0,0,0,0,0
Pax,WV,37.9098,-81.2648,95099,0,0,0,0,0,0,0,0,0,0
Farlington,KS,37.6155,-94.8226,94734,0,0,0,0,0,0,0,0,0,0
Somers Point,NJ,39.3167,-74.6066,81605,0,0,0,0,0,0,0,0,0,0
Lake Caroline,VA,37.9856,-77.5244,114489,0,0,0,0,0,0,0,0,0,0
Lexington,MI,43.2671,-82.5374,85452,0,0,0,0,0,0,0,0,0,0
La Paz Valley,AZ,33.5582,-114.2434,78570,0,0,0,0,0,0,0,0,0,0
Salyersville,KY,37.7459,-83.0646,107546,0,0,0,0,0,0,0,0,0,0
Packwood,WA,46.6085,-121.6703,78159,0,0,0,0,0,0,0,0,0,0
Caro,MI,43.4891,-83.4025,53362,0,0,0,0,0,0,0,0,0,0
Whitesboro,AL,34.1682,-86.0572,86053,0,0,0,0,0,0,0,0,0,0
Shelby,OH,40.8847,-82.6578,110453,0,0,0,0,0,0,0,0,0,0
North Logan,UT,41.7759,-111.8066,92815,0,0,0,0,0,0,0,0,0,0
Wauna,WA,47.386,-122.6695,109526,0,0,0,0,0,0,0,0,0,0
La Vale,MD,39.6625,-78.8229,104919,0,0,0,0,0,0,0,0,0,0
Angle Inlet,MN,49.3465,-95.0732,116202,0,0,0,0,0,0,0,0,0,0
Belfry,KY,37.6194,-82.2684,45135,0,0,0,0,0,0,0,0,0,0
Rutledge,MN,46.257,-92.8696,98147,0,0,0,0,0,0,0,0,0,0
Hot Sulphur Springs,CO,40.0748,-106.1032,63053,0,0,0,0,0,0,0,0,0,0
Barrville,PA,40.6664,-77.6831,76312,0,0,0,0,0,0,0,0,0,0
Gratiot,WI,42.5799,-90.0238,105030,0,0,0,0,0,0,0,0,0,0
Luther,OK,35.6682,-97.1905,61711,0,0,0,0,0,0,0,0,0,0
Plainview,MN,44.1648,-92.1697,110102,0,0,0,0,0,0,0,0,0,0
Wilson,KS,38.8255,-98.475,111839,0,0,0,0,0,0,0,0,0,0
San Miguel,AZ,31.6295,-111.7801,82732,0,0,0,0,0,0,0,0,0,0
Stanley,WI,44.9597,-90.9423,82372,0,0,0,0,0,0,0,0,0,0
Scott AFB,IL,38.5412,-89.853,53237,0,0,0,0,0,0,0,0,0,0
Rockport,IL,39.5391,-91.0128,48312,0,0,0,0,0,0,0,0,0,0
Smith Island,MD,37.9748,-76.0251,111296,0,0,0,0,0,0,0,0,0,0
